tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,image_link,prediction1,prediction_confidence1,prediction2,prediction_confidence2,prediction3,prediction_confidence3,full_text,source,retweet_count
892420643555336193,2017-08-01 16:23:56+00:00,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13,10,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,Orange,9.7,Bagel,8.59,Banana,7.61,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,Twitter for iPhone,8853
892177421306343426,2017-08-01 00:17:27+00:00,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,10,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Chihuahua,32.36,Pekinese,9.06,Papillon,6.9,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",Twitter for iPhone,6514
891815181378084864,2017-07-31 00:18:03+00:00,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,10,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Chihuahua,71.6,Malamute,7.83,Kelpie,3.14,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,Twitter for iPhone,4328
891689557279858688,2017-07-30 15:58:51+00:00,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13,10,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,Paper Towel,17.03,Labrador Retriever,16.81,Spatula,4.08,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,Twitter for iPhone,8964
891327558926688256,2017-07-29 16:00:24+00:00,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,10,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,Basset,55.57,English Springer,22.58,German Short-Haired Pointer,17.52,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",Twitter for iPhone,9774
891087950875897856,2017-07-29 00:08:17+00:00,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13,10,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,Chesapeake Bay Retriever,42.56,Irish Terrier,11.63,Indian Elephant,7.69,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,Twitter for iPhone,3261
890971913173991426,2017-07-28 16:27:12+00:00,"https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13,10,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,Appenzeller,34.17,Border Collie,19.93,Ice Lolly,19.35,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",Twitter for iPhone,2158
890729181411237888,2017-07-28 00:22:40+00:00,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13,10,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Pomeranian,56.61,Eskimo Dog,17.84,Pembroke,7.65,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,Twitter for iPhone,16716
890609185150312448,2017-07-27 16:25:51+00:00,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13,10,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Irish Terrier,48.76,Irish Setter,19.31,Chesapeake Bay Retriever,11.82,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,Twitter for iPhone,4429
890240255349198849,2017-07-26 15:59:51+00:00,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14,10,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,Pembroke,51.13,Cardigan,45.1,Chihuahua,2.92,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,Twitter for iPhone,7711
890006608113172480,2017-07-26 00:31:25+00:00,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,95.8,Pomeranian,1.39,Chow,0.82,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,Twitter for iPhone,7624
889880896479866881,2017-07-25 16:11:53+00:00,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French Bulldog,37.74,Labrador Retriever,15.13,Muzzle,8.3,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,Twitter for iPhone,5156
889665388333682689,2017-07-25 01:55:32+00:00,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,96.63,Cardigan,2.74,Basenji,0.46,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,Twitter for iPhone,8538
889638837579907072,2017-07-25 00:10:02+00:00,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French Bulldog,99.17,Boxer,0.21,Staffordshire Bullterrier,0.15,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,Twitter for iPhone,4735
889531135344209921,2017-07-24 17:02:04+00:00,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Golden Retriever,95.34,Labrador Retriever,1.38,Redbone,0.8,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,Twitter for iPhone,2321
889278841981685760,2017-07-24 00:19:32+00:00,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet,62.62,Borzoi,19.47,Saluki,2.74,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,Twitter for iPhone,5637
888917238123831296,2017-07-23 00:22:39+00:00,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden Retriever,71.47,Tibetan Mastiff,12.02,Labrador Retriever,10.55,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,Twitter for iPhone,4709
888804989199671297,2017-07-22 16:56:37+00:00,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden Retriever,46.98,Labrador Retriever,18.42,English Setter,7.35,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,Twitter for iPhone,4559
888554962724278272,2017-07-22 00:23:06+00:00,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian Husky,70.04,Eskimo Dog,16.65,Malamute,11.14,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,Twitter for iPhone,3732
888078434458587136,2017-07-20 16:49:33+00:00,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French Bulldog,99.5,Pug,0.09,Bull Mastiff,0.09,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Twitter for iPhone,3653
887705289381826560,2017-07-19 16:06:48+00:00,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,82.17,Redbone,8.76,Weimaraner,2.62,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Twitter for iPhone,5609
887517139158093824,2017-07-19 03:39:09+00:00,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Limousine,13.04,Tow Truck,2.92,Shopping Cart,2.63,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,Twitter for iPhone,12082
887473957103951883,2017-07-19 00:47:34+00:00,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,80.92,Rhodesian Ridgeback,5.5,Beagle,3.89,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Twitter for iPhone,18781
887343217045368832,2017-07-18 16:08:03+00:00,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican Hairless,33.07,Sea Lion,27.56,Weimaraner,13.42,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,Twitter for iPhone,10737
